fight_id,event_id,date,r_name,b_name,r_age,b_age,r_height,b_height,r_weight,b_weight,weight_class,rprev,bprev,bstreak,winner,r_win,win_method,last_round,max_round,height_diff,age_diff,r_sig_strikes_landed,r_sig_strikes_attempted,r_sig_strike_accuracy,r_total_strikes_landed,r_total_strikes_attempted,r_knockdowns,r_takedowns_landed,r_takedowns_attempted,r_takedown_accuracy,r_sub_attempts,r_head_sig_strikes,r_body_sig_strikes,r_distance_strikes,r_clinch_sig_strikes,r_ground_sig_strikes,r_control_time,b_sig_strikes_landed,b_sig_strikes_attempted,b_sig_strike_accuracy,b_total_strikes_landed,b_total_strikes_attempted,b_knockdowns,b_takedowns_landed,b_takedowns_attempted,b_takedown_accuracy,b_sub_attempts,b_head_sig_strikes,b_body_sig_strikes,b_distance_strikes,b_clinch_sig_strikes,b_ground_sig_strikes,b_control_time,sig_strike_diff,takedown_diff,knockdown_diff,control_time_diff,strike_accuracy_diff
4580,646,2014-02-03,Frank Mir,Alistair Overeem,39.0,38.0,190.0,193.0,119.0,120.0,Heavyweight,0,0,0,blue,0,Decision,3,3,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4589,646,2014-02-03,Jose Aldo,Ricardo Lamas,32.0,36.0,170.0,172.0,65.0,65.0,Featherweight,0,0,0,red,1,Decision,5,5,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4590,646,2014-02-03,Renan Barao,Urijah Faber,31.0,39.0,167.0,167.0,61.0,61.0,Bantamweight,0,0,0,red,1,KO/TKO,1,5,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4605,646,2014-02-03,Chris Cariaso,Danny Martinez,37.0,33.0,160.0,167.0,56.0,56.0,Flyweight,0,0,0,red,1,Decision,3,3,-7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4631,646,2014-02-03,Nick Catone,Tom Watson,37.0,36.0,182.0,185.0,84.0,84.0,Middleweight,0,0,0,red,1,Decision,3,3,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4642,646,2014-02-03,John Makdessi,Alan Patrick,33.0,35.0,172.0,180.0,70.0,70.0,Lightweight,0,0,0,blue,0,Decision,3,3,-8.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4649,646,2014-02-03,Al Iaquinta,Kevin Lee,31.0,26.0,175.0,175.0,70.0,70.0,Lightweight,0,0,0,red,1,Decision,3,3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4651,646,2016-11-05,Tony Martin,Rashid Magomedov,28.0,33.0,182.0,175.0,70.0,70.0,Lightweight,0,0,0,blue,0,Decision,3,3,7.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4652,646,2014-02-03,Neil Magny,Gasan Umalatov,31.0,36.0,190.0,180.0,77.0,77.0,Welterweight,0,0,0,red,1,Decision,3,3,10.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4658,646,2014-02-03,John Lineker,Ali Bagautinov,28.0,33.0,160.0,162.0,61.0,56.0,Bantamweight,0,0,0,blue,0,Decision,3,3,-2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4662,646,2014-02-03,Jamie Varner,Abel Trujillo,33.0,35.0,172.0,172.0,70.0,70.0,Lightweight,0,0,0,blue,0,KO/TKO,2,3,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4665,646,2014-02-03,Clint Hester,Andy Enz,31.0,27.0,187.0,190.0,93.0,84.0,Light Heavyweight,0,0,0,red,1,Decision,3,3,-3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4591,647,2014-02-16,Lyoto Machida,Gegard Mousasi,40.0,33.0,185.0,187.0,84.0,84.0,Middleweight,0,0,0,red,1,Decision,5,5,-2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4603,647,2014-02-16,Jacare Souza,Francis Carmont,38.0,36.0,185.0,190.0,84.0,84.0,Middleweight,0,0,0,red,1,Decision,3,3,-5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4618,647,2014-02-16,Cristiano Marcello,Joe Proctor,40.0,33.0,175.0,177.0,70.0,77.0,Lightweight,0,0,0,blue,0,Decision,3,3,-2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4619,647,2014-02-16,Viscardi Andrade,Nico Musoke,34.0,32.0,182.0,182.0,77.0,77.0,Welterweight,0,0,0,blue,0,Decision,3,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4626,647,2014-03-07,Charles Oliveira,Andy Ogle,28.0,29.0,177.0,172.0,70.0,65.0,Lightweight,0,0,0,red,1,Submission,3,3,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4636,647,2014-02-17,Douglas Silva de Andrade,Zubaira Tukhugov,33.0,27.0,170.0,172.0,61.0,65.0,Bantamweight,0,0,0,blue,0,Decision,3,3,-2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4641,647,2014-02-16,Rodrigo Damm,Ivan Jorge,38.0,37.0,170.0,175.0,70.0,70.0,Lightweight,0,0,0,red,1,Decision,3,3,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4660,647,2014-02-16,Iuri Alcantara,Wilson Reis,38.0,33.0,175.0,162.0,61.0,56.0,Bantamweight,0,0,0,red,1,Decision,3,3,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4669,647,2014-02-16,Felipe Arantes,Maximo Blanco,30.0,34.0,172.0,172.0,61.0,65.0,Bantamweight,0,0,0,red,1,Decision,3,3,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4683,647,2014-03-07,Erick Silva,Takenori Sato,34.0,33.0,182.0,177.0,77.0,77.0,Welterweight,0,0,0,red,1,KO/TKO,1,3,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4684,647,2014-02-16,Ildemar Alcantara,Albert Tumenov,35.0,26.0,187.0,180.0,84.0,77.0,Middleweight,0,0,0,red,1,Decision,3,3,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4592,648,2014-01-07,Tarec Saffiedine,Hyun Gyu Lim,32.0,33.0,177.0,190.0,77.0,77.0,Welterweight,0,0,0,red,1,Decision,5,5,-13.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4593,648,2014-01-07,Tatsuya Kawajiri,Sean Soriano,40.0,29.0,170.0,175.0,65.0,65.0,Featherweight,0,0,0,red,1,Submission,2,3,-5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4594,648,2014-01-07,Kiichi Kunimoto,Luiz Dutra,37.0,36.0,177.0,180.0,77.0,77.0,Welterweight,0,0,0,red,1,KO/TKO,1,3,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4595,648,2014-01-07,Kyung Ho Kang,Shunichi Shimizu,31.0,33.0,175.0,165.0,61.0,61.0,Bantamweight,0,0,0,red,1,Submission,3,3,10.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4596,648,2014-01-07,Katsunori Kikuno,Quinn Mulhern,36.0,34.0,172.0,190.0,65.0,70.0,Featherweight,0,0,0,red,1,Decision,3,3,-18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4620,648,2014-01-08,Dustin Kimura,Jon Delos Reyes,29.0,31.0,170.0,167.0,61.0,56.0,Bantamweight,0,0,0,red,1,Submission,1,3,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4621,648,2016-08-29,Mairbek Taisumov,Tae Hyun Bang,30.0,35.0,175.0,175.0,70.0,70.0,Lightweight,0,0,0,red,1,Decision,3,3,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4622,648,2014-01-07,Max Holloway,Will Chope,26.0,28.0,180.0,193.0,65.0,65.0,Featherweight,0,0,0,red,1,KO/TKO,2,3,-13.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4623,648,2014-01-05,Royston Wee,Dave Galera,31.0,40.0,170.0,180.0,61.0,61.0,Bantamweight,0,0,0,red,1,Decision,3,3,-10.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4663,648,2014-01-08,Leandro Issa,Russell Doane,35.0,32.0,170.0,170.0,61.0,61.0,Bantamweight,0,0,0,blue,0,Submission,2,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4597,649,2014-03-10,Alexander Gustafsson,Jimi Manuwa,31.0,38.0,195.0,185.0,93.0,93.0,Light Heavyweight,0,0,0,red,1,KO/TKO,2,5,10.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4627,649,2014-06-03,Cyrille Diabate,Ilir Latifi,45.0,35.0,198.0,177.0,93.0,93.0,Light Heavyweight,0,0,0,blue,0,Submission,1,3,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4643,649,2017-07-08,Brad Pickett,Neil Seery,40.0,39.0,167.0,162.0,61.0,56.0,Bantamweight,0,0,0,red,1,Decision,3,3,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4645,649,2014-03-10,Igor Araujo,Danny Mitchell,37.0,32.0,185.0,187.0,77.0,77.0,Welterweight,0,0,0,red,1,Decision,3,3,-2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4653,649,2014-03-10,Bradley Scott,Claudio Silva,29.0,36.0,185.0,180.0,77.0,77.0,Welterweight,0,0,0,blue,0,Decision,3,3,5.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4654,649,2014-03-10,Luke Barnatt,Mats Nilsson,30.0,34.0,198.0,185.0,84.0,77.0,Middleweight,0,0,0,red,1,KO/TKO,1,3,13.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4634,650,2014-02-24,Rory MacDonald,Demian Maia,29.0,40.0,182.0,185.0,77.0,77.0,Welterweight,0,0,0,red,1,Decision,3,3,-3.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4646,650,2014-02-24,Mike Pyle,TJ Waldburger,43.0,30.0,182.0,180.0,77.0,77.0,Welterweight,0,0,0,red,1,KO/TKO,3,3,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4656,650,2016-04-01,Raphael Assuncao,Pedro Munhoz,36.0,32.0,165.0,167.0,61.0,61.0,Bantamweight,0,0,0,red,1,Decision,3,3,-2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4657,650,2014-03-07,Robert Whittaker,Stephen Thompson,27.0,35.0,182.0,182.0,84.0,77.0,Middleweight,0,0,0,blue,0,KO/TKO,1,3,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4666,650,2014-03-07,Ronda Rousey,Sara McMann,31.0,38.0,170.0,167.0,61.0,61.0,Bantamweight,0,0,0,red,1,KO/TKO,1,5,3.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4667,650,2014-02-24,Alexis Davis,Jessica Eye,34.0,32.0,167.0,167.0,56.0,56.0,Flyweight,0,0,0,red,1,Decision,3,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4668,650,2014-02-24,Cody Gibson,Aljamain Sterling,31.0,29.0,177.0,170.0,61.0,61.0,Bantamweight,0,0,0,blue,0,Decision,3,3,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4675,650,2014-02-24,Rafaello Oliveira,Erik Koch,36.0,30.0,172.0,177.0,70.0,70.0,Lightweight,0,0,0,blue,0,KO/TKO,1,3,-5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4677,650,2016-04-04,Zach Makovsky,Joshua Sampo,35.0,34.0,162.0,162.0,56.0,56.0,Flyweight,0,0,0,red,1,Decision,3,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4725,650,2014-02-24,Ernest Chavez,Yosdenis Cedeno,35.0,33.0,172.0,172.0,70.0,70.0,Lightweight,0,0,0,red,1,Decision,3,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4525,651,2014-01-16,Isaac Vallie-Flagg,Elias Silverio,40.0,32.0,172.0,180.0,70.0,70.0,Lightweight,0,0,0,blue,0,Decision,3,3,-8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4599,651,2014-01-16,Cole Miller,Sam Sicilia,34.0,32.0,185.0,172.0,65.0,65.0,Featherweight,0,0,0,red,1,Submission,2,3,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4600,651,2014-01-16,TJ Dillashaw,Mike Easton,32.0,34.0,167.0,167.0,61.0,61.0,Bantamweight,0,0,0,red,1,Decision,3,3,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4601,651,2014-01-16,Luke Rockhold,Costas Philippou,33.0,38.0,190.0,180.0,84.0,84.0,Middleweight,0,0,0,red,1,KO/TKO,1,5,10.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4608,651,2014-01-16,Lorenz Larkin,Brad Tavares,32.0,30.0,180.0,185.0,77.0,84.0,Welterweight,0,0,0,blue,0,Decision,3,3,-5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4612,651,2014-01-16,Trevor Smith,Brian Houston,37.0,37.0,190.0,187.0,84.0,84.0,Middleweight,0,0,0,red,1,Decision,3,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4613,651,2014-01-16,Charlie Brenneman,Beneil Dariush,37.0,29.0,177.0,177.0,70.0,70.0,Lightweight,0,0,0,blue,0,Submission,1,3,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4614,651,2014-01-16,Ramsey Nijem,Justin Edwards,30.0,35.0,180.0,177.0,70.0,70.0,Lightweight,0,0,0,red,1,Decision,3,3,3.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
